species	protein_record_id	sequence_header	symbol	ensembl_gene_id	ensembl_protein_id	translation_id	orthology_type	taxonomy_level	clade	phylum	broad_clade	is_query	is_reference	length_aa	retrieval_status	header_label_source	metadata_object_id	metadata_organism_name	metadata_pub_gene_id	metadata_description	metadata_og_name	metadata_raw_header	scientific_name	common_name	species_display_label	preferred_public_gene_label	preferred_protein_name	preferred_public_label	nomenclature_leaf_label	description	biotype	canonical_translation	reviewed_status	protein_existence	uniprot_accession	uniprot_entry_id	gene_synonyms	protein_alternative_names	subcellular_locations	keyword_list	ec_numbers	alphafold_accession	alphafold_entry_id	alphafold_model_url	alphafold_source_label	metadata_error
tursiops_truncatus	tursiops_truncatus__ENSTTRP00000005200	tursiops_truncatus|ProteinRecordID=tursiops_truncatus__ENSTTRP00000005200|Gene=ENSTTRG00000005511|EnsemblGene=ENSTTRG00000005511|Protein=ENSTTRP00000005200	ENSTTRG00000005511	ENSTTRG00000005511	ENSTTRP00000005200	ENSTTRP00000005200	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	365	ok	ensembl							tursiops truncatus	Dolphin	Dolphin	ENSTTRG00000005511		ENSTTRG00000005511, Dolphin	ENSTTRG00000005511, Dolphin			ENSTTRP00000005200														
physeter_catodon	physeter_catodon__ENSPCTP00005009855	physeter_catodon|ProteinRecordID=physeter_catodon__ENSPCTP00005009855|Gene=ENSPCTG00005007007|EnsemblGene=ENSPCTG00005007007|Protein=ENSPCTP00005009855	ENSPCTG00005007007	ENSPCTG00005007007	ENSPCTP00005009855	ENSPCTP00005009855	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							physeter catodon		Physeter catodon	ENSPCTG00005007007		ENSPCTG00005007007, Physeter catodon	ENSPCTG00005007007, Physeter catodon			ENSPCTP00005009855														
jaculus_jaculus	jaculus_jaculus__ENSJJAP00000016207	jaculus_jaculus|ProteinRecordID=jaculus_jaculus__ENSJJAP00000016207|Gene=ENSJJAG00000018132|EnsemblGene=ENSJJAG00000018132|Protein=ENSJJAP00000016207	ENSJJAG00000018132	ENSJJAG00000018132	ENSJJAP00000019091	ENSJJAP00000016207	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	169	ok	ensembl							jaculus jaculus	Lesser Egyptian jerboa	Lesser Egyptian jerboa	ENSJJAG00000018132		ENSJJAG00000018132, Lesser Egyptian jerboa	ENSJJAG00000018132, Lesser Egyptian jerboa			ENSJJAP00000016207			A0A8C5P2Y0							A0A8C5P2Y0	AF-A0A8C5P2Y0-F1			
jaculus_jaculus	jaculus_jaculus__ENSJJAP00000019091	jaculus_jaculus|ProteinRecordID=jaculus_jaculus__ENSJJAP00000019091|Gene=ENSJJAG00000020161|EnsemblGene=ENSJJAG00000020161|Protein=ENSJJAP00000019091	ENSJJAG00000020161	ENSJJAG00000020161	ENSJJAP00000019091	ENSJJAP00000019091	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							jaculus jaculus	Lesser Egyptian jerboa	Lesser Egyptian jerboa	ENSJJAG00000020161		ENSJJAG00000020161, Lesser Egyptian jerboa	ENSJJAG00000020161, Lesser Egyptian jerboa			ENSJJAP00000019091			A0A8C5P2Y0							A0A8C5P2Y0	AF-A0A8C5P2Y0-F1			
procavia_capensis	procavia_capensis__ENSPCAP00000005629	procavia_capensis|ProteinRecordID=procavia_capensis__ENSPCAP00000005629|Gene=ENSPCAG00000006040|EnsemblGene=ENSPCAG00000006040|Protein=ENSPCAP00000005629	ENSPCAG00000006040	ENSPCAG00000006040	ENSPCAP00000005629	ENSPCAP00000005629	ortholog_one2one	Eutheria	tetrapods	Chordata	tetrapods	False	False	322	ok	ensembl							procavia capensis	Hyrax	Hyrax	ENSPCAG00000006040		ENSPCAG00000006040, Hyrax	ENSPCAG00000006040, Hyrax			ENSPCAP00000005629														
equus_caballus	equus_caballus__ENSECAP00000009317	equus_caballus|ProteinRecordID=equus_caballus__ENSECAP00000009317|Gene=ENSECAG00000011422|EnsemblGene=ENSECAG00000011422|Protein=ENSECAP00000009317	ENSECAG00000011422	ENSECAG00000011422	ENSECAP00000009317	ENSECAP00000009317	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							equus caballus		Equus caballus	ENSECAG00000011422		ENSECAG00000011422, Equus caballus	ENSECAG00000011422, Equus caballus			ENSECAP00000009317			F6ZYE1							F6ZYE1	AF-F6ZYE1-F1			
marmota_marmota_marmota	marmota_marmota_marmota__ENSMMMP00000006901	marmota_marmota_marmota|ProteinRecordID=marmota_marmota_marmota__ENSMMMP00000006901|Gene=ENSMMMG00000006186|EnsemblGene=ENSMMMG00000006186|Protein=ENSMMMP00000006901	ENSMMMG00000006186	ENSMMMG00000006186	ENSMMMP00000006873	ENSMMMP00000006901	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	329	ok	ensembl							marmota marmota marmota	Alpine marmot	Alpine marmot	ENSMMMG00000006186		ENSMMMG00000006186, Alpine marmot	ENSMMMG00000006186, Alpine marmot			ENSMMMP00000006901			A0A8C5YYS5							A0A8C5YYS5	AF-A0A8C5YYS5-F1			
marmota_marmota_marmota	marmota_marmota_marmota__ENSMMMP00000006873	marmota_marmota_marmota|ProteinRecordID=marmota_marmota_marmota__ENSMMMP00000006873|Gene=ENSMMMG00000006169|EnsemblGene=ENSMMMG00000006169|Protein=ENSMMMP00000006873	ENSMMMG00000006169	ENSMMMG00000006169	ENSMMMP00000006873	ENSMMMP00000006873	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							marmota marmota marmota	Alpine marmot	Alpine marmot	ENSMMMG00000006169		ENSMMMG00000006169, Alpine marmot	ENSMMMG00000006169, Alpine marmot			ENSMMMP00000006873			A0A8C5YYS5							A0A8C5YYS5	AF-A0A8C5YYS5-F1			
mus_spretus	mus_spretus__ENSMSPP00010032520	mus_spretus|ProteinRecordID=mus_spretus__ENSMSPP00010032520|Gene=ENSMSPG00010027852|EnsemblGene=ENSMSPG00010027852|Protein=ENSMSPP00010032520	ENSMSPG00010027852	ENSMSPG00010027852	ENSMSPP00010032385	ENSMSPP00010032520	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	362	ok	ensembl							mus spretus		Mus spretus	ENSMSPG00010027852		ENSMSPG00010027852, Mus spretus	ENSMSPG00010027852, Mus spretus			ENSMSPP00010032520														
mus_spretus	mus_spretus__ENSMSPP00010032385	mus_spretus|ProteinRecordID=mus_spretus__ENSMSPP00010032385|Gene=ENSMSPG00010027766|EnsemblGene=ENSMSPG00010027766|Protein=ENSMSPP00010032385	ENSMSPG00010027766	ENSMSPG00010027766	ENSMSPP00010032385	ENSMSPP00010032385	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	335	ok	ensembl							mus spretus		Mus spretus	ENSMSPG00010027766		ENSMSPG00010027766, Mus spretus	ENSMSPG00010027766, Mus spretus			ENSMSPP00010032385														
ochotona_princeps	ochotona_princeps__ENSOPRP00000001657	ochotona_princeps|ProteinRecordID=ochotona_princeps__ENSOPRP00000001657|Gene=ENSOPRG00000001797|EnsemblGene=ENSOPRG00000001797|Protein=ENSOPRP00000001657	ENSOPRG00000001797	ENSOPRG00000001797	ENSOPRP00000001657	ENSOPRP00000001657	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	374	ok	ensembl							ochotona princeps	Pika	Pika	ENSOPRG00000001797		ENSOPRG00000001797, Pika	ENSOPRG00000001797, Pika			ENSOPRP00000001657														
vombatus_ursinus	vombatus_ursinus__ENSVURP00010023619	vombatus_ursinus|ProteinRecordID=vombatus_ursinus__ENSVURP00010023619|Gene=ENSVURG00010018100|EnsemblGene=ENSVURG00010018100|Protein=ENSVURP00010023619	ENSVURG00010018100	ENSVURG00010018100	ENSVURP00010023619	ENSVURP00010023619	ortholog_one2one	Theria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							vombatus ursinus	Common wombat	Common wombat	ENSVURG00010018100		ENSVURG00010018100, Common wombat	ENSVURG00010018100, Common wombat			ENSVURP00010023619			A0A4X2LFA6							A0A4X2LFA6	AF-A0A4X2LFA6-F1			
ictidomys_tridecemlineatus	ictidomys_tridecemlineatus__ENSSTOP00000006575	ictidomys_tridecemlineatus|ProteinRecordID=ictidomys_tridecemlineatus__ENSSTOP00000006575|Gene=ENSSTOG00000007361|EnsemblGene=ENSSTOG00000007361|Protein=ENSSTOP00000006575	ENSSTOG00000007361	ENSSTOG00000007361	ENSSTOP00000006575	ENSSTOP00000006575	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	420	ok	ensembl							ictidomys tridecemlineatus	Squirrel	Squirrel	ENSSTOG00000007361		ENSSTOG00000007361, Squirrel	ENSSTOG00000007361, Squirrel			ENSSTOP00000006575			I3M9K2							I3M9K2	AF-I3M9K2-F1			
capra_hircus	capra_hircus__ENSCHIP00000032312	capra_hircus|ProteinRecordID=capra_hircus__ENSCHIP00000032312|Gene=ENSCHIG00000026336|EnsemblGene=ENSCHIG00000026336|Protein=ENSCHIP00000032312	ENSCHIG00000026336	ENSCHIG00000026336	ENSCHIP00000032312	ENSCHIP00000032312	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							capra hircus		Capra hircus	ENSCHIG00000026336		ENSCHIG00000026336, Capra hircus	ENSCHIG00000026336, Capra hircus			ENSCHIP00000032312			A0A452G765							A0A452G765	AF-A0A452G765-F1			
rattus_norvegicus	rattus_norvegicus__ENSRNOP00000064322	rattus_norvegicus|ProteinRecordID=rattus_norvegicus__ENSRNOP00000064322|Gene=ENSRNOG00000067058|EnsemblGene=ENSRNOG00000067058|Protein=ENSRNOP00000064322	ENSRNOG00000067058	ENSRNOG00000067058	ENSRNOP00000036519	ENSRNOP00000064322	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	324	ok	ensembl							rattus norvegicus		Rattus norvegicus	ENSRNOG00000067058		ENSRNOG00000067058, Rattus norvegicus	ENSRNOG00000067058, Rattus norvegicus			ENSRNOP00000064322			F7EQE1							F7EQE1	AF-F7EQE1-F1			
rattus_norvegicus	rattus_norvegicus__ENSRNOP00000007645	rattus_norvegicus|ProteinRecordID=rattus_norvegicus__ENSRNOP00000007645|Gene=ENSRNOG00000005589|EnsemblGene=ENSRNOG00000005589|Protein=ENSRNOP00000007645	ENSRNOG00000005589	ENSRNOG00000005589	ENSRNOP00000036519	ENSRNOP00000007645	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							rattus norvegicus		Rattus norvegicus	ENSRNOG00000005589		ENSRNOG00000005589, Rattus norvegicus	ENSRNOG00000005589, Rattus norvegicus			ENSRNOP00000007645			F7EQE1							F7EQE1	AF-F7EQE1-F1			
rattus_norvegicus	rattus_norvegicus__ENSRNOP00000036519	rattus_norvegicus|ProteinRecordID=rattus_norvegicus__ENSRNOP00000036519|Gene=ENSRNOG00000025648|EnsemblGene=ENSRNOG00000025648|Protein=ENSRNOP00000036519	ENSRNOG00000025648	ENSRNOG00000025648	ENSRNOP00000036519	ENSRNOP00000036519	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	324	ok	ensembl							rattus norvegicus		Rattus norvegicus	ENSRNOG00000025648		ENSRNOG00000025648, Rattus norvegicus	ENSRNOG00000025648, Rattus norvegicus			ENSRNOP00000036519			F7EQE1							F7EQE1	AF-F7EQE1-F1			
urocitellus_parryii	urocitellus_parryii__ENSUPAP00010002244	urocitellus_parryii|ProteinRecordID=urocitellus_parryii__ENSUPAP00010002244|Gene=ENSUPAG00010001895|EnsemblGene=ENSUPAG00010001895|Protein=ENSUPAP00010002244	ENSUPAG00010001895	ENSUPAG00010001895	ENSUPAP00010002244	ENSUPAP00010002244	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	420	ok	ensembl							urocitellus parryii	Arctic ground squirrel	Arctic ground squirrel	ENSUPAG00010001895		ENSUPAG00010001895, Arctic ground squirrel	ENSUPAG00010001895, Arctic ground squirrel			ENSUPAP00010002244			A0A8D2GV78							A0A8D2GV78	AF-A0A8D2GV78-F1			
loxodonta_africana	loxodonta_africana__ENSLAFP00000011901	loxodonta_africana|ProteinRecordID=loxodonta_africana__ENSLAFP00000011901|Gene=ENSLAFG00000014209|EnsemblGene=ENSLAFG00000014209|Protein=ENSLAFP00000011901	ENSLAFG00000014209	ENSLAFG00000014209	ENSLAFP00000011901	ENSLAFP00000011901	ortholog_one2one	Eutheria	tetrapods	Chordata	tetrapods	False	False	336	ok	ensembl							loxodonta africana	Elephant	Elephant	ENSLAFG00000014209		ENSLAFG00000014209, Elephant	ENSLAFG00000014209, Elephant			ENSLAFP00000011901			G3TCT4							G3TCT4	AF-G3TCT4-F1			
microtus_ochrogaster	microtus_ochrogaster__ENSMOCP00000020047	microtus_ochrogaster|ProteinRecordID=microtus_ochrogaster__ENSMOCP00000020047|Gene=ENSMOCG00000017844|EnsemblGene=ENSMOCG00000017844|Protein=ENSMOCP00000020047	ENSMOCG00000017844	ENSMOCG00000017844	ENSMOCP00000024983	ENSMOCP00000020047	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	337	ok	ensembl							microtus ochrogaster	Prairie vole	Prairie vole	ENSMOCG00000017844		ENSMOCG00000017844, Prairie vole	ENSMOCG00000017844, Prairie vole			ENSMOCP00000020047														
microtus_ochrogaster	microtus_ochrogaster__ENSMOCP00000024983	microtus_ochrogaster|ProteinRecordID=microtus_ochrogaster__ENSMOCP00000024983|Gene=ENSMOCG00000021237|EnsemblGene=ENSMOCG00000021237|Protein=ENSMOCP00000024983	ENSMOCG00000021237	ENSMOCG00000021237	ENSMOCP00000024983	ENSMOCP00000024983	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	324	ok	ensembl							microtus ochrogaster	Prairie vole	Prairie vole	ENSMOCG00000021237		ENSMOCG00000021237, Prairie vole	ENSMOCG00000021237, Prairie vole			ENSMOCP00000024983														
mus_musculus	mus_musculus__ENSMUSP00000146943	mus_musculus|ProteinRecordID=mus_musculus__ENSMUSP00000146943|Gene=ENSMUSG00000109482|EnsemblGene=ENSMUSG00000109482|Protein=ENSMUSP00000146943	ENSMUSG00000109482	ENSMUSG00000109482	ENSMUSP00000021512	ENSMUSP00000146943	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	335	ok	ensembl							mus musculus		Mus musculus	ENSMUSG00000109482		ENSMUSG00000109482, Mus musculus	ENSMUSG00000109482, Mus musculus			ENSMUSP00000146943			Q9CXR1							Q9CXR1	AF-Q9CXR1-F1			
mus_musculus	mus_musculus__ENSMUSP00000021512	mus_musculus|ProteinRecordID=mus_musculus__ENSMUSP00000021512|Gene=ENSMUSG00000021094|EnsemblGene=ENSMUSG00000021094|Protein=ENSMUSP00000021512	ENSMUSG00000021094	ENSMUSG00000021094	ENSMUSP00000021512	ENSMUSP00000021512	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							mus musculus		Mus musculus	ENSMUSG00000021094		ENSMUSG00000021094, Mus musculus	ENSMUSG00000021094, Mus musculus			ENSMUSP00000021512			Q9CXR1							Q9CXR1	AF-Q9CXR1-F1			
moschus_moschiferus	moschus_moschiferus__ENSMMSP00000011947	moschus_moschiferus|ProteinRecordID=moschus_moschiferus__ENSMMSP00000011947|Gene=ENSMMSG00000009154|EnsemblGene=ENSMMSG00000009154|Protein=ENSMMSP00000011947	ENSMMSG00000009154	ENSMMSG00000009154	ENSMMSP00000011947	ENSMMSP00000011947	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							moschus moschiferus	Siberian musk deer	Siberian musk deer	ENSMMSG00000009154		ENSMMSG00000009154, Siberian musk deer	ENSMMSG00000009154, Siberian musk deer			ENSMMSP00000011947			A0A8C6D7Z0							A0A8C6D7Z0	AF-A0A8C6D7Z0-F1			
tupaia_belangeri	tupaia_belangeri__ENSTBEP00000000791	tupaia_belangeri|ProteinRecordID=tupaia_belangeri__ENSTBEP00000000791|Gene=ENSTBEG00000000909|EnsemblGene=ENSTBEG00000000909|Protein=ENSTBEP00000000791	ENSTBEG00000000909	ENSTBEG00000000909	ENSTBEP00000000791	ENSTBEP00000000791	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	319	ok	ensembl							tupaia belangeri	Tree Shrew	Tree Shrew	ENSTBEG00000000909		ENSTBEG00000000909, Tree Shrew	ENSTBEG00000000909, Tree Shrew			ENSTBEP00000000791														
bos_grunniens	bos_grunniens__ENSBGRP00000012607	bos_grunniens|ProteinRecordID=bos_grunniens__ENSBGRP00000012607|Gene=ENSBGRG00000007903|EnsemblGene=ENSBGRG00000007903|Protein=ENSBGRP00000012607	ENSBGRG00000007903	ENSBGRG00000007903	ENSBGRP00000012607	ENSBGRP00000012607	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	365	ok	ensembl							bos grunniens	Domestic yak	Domestic yak	ENSBGRG00000007903		ENSBGRG00000007903, Domestic yak	ENSBGRG00000007903, Domestic yak			ENSBGRP00000012607			A0A8C0A809							A0A8C0A809	AF-A0A8C0A809-F1			
rhinopithecus_roxellana	rhinopithecus_roxellana__ENSRROP00000034370	rhinopithecus_roxellana|ProteinRecordID=rhinopithecus_roxellana__ENSRROP00000034370|Gene=ENSRROG00000040748|EnsemblGene=ENSRROG00000040748|Protein=ENSRROP00000034370	ENSRROG00000040748	ENSRROG00000040748	ENSRROP00000034370	ENSRROP00000034370	ortholog_one2one	Catarrhini	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							rhinopithecus roxellana	Golden snub-nosed monkey	Golden snub-nosed monkey	ENSRROG00000040748		ENSRROG00000040748, Golden snub-nosed monkey	ENSRROG00000040748, Golden snub-nosed monkey			ENSRROP00000034370			A0A2K6QZZ8							A0A2K6QZZ8	AF-A0A2K6QZZ8-F1			
mus_caroli	mus_caroli__MGP_CAROLIEiJ_P0032510	mus_caroli|ProteinRecordID=mus_caroli__MGP_CAROLIEiJ_P0032510|Gene=MGP_CAROLIEiJ_G0017837|EnsemblGene=MGP_CAROLIEiJ_G0017837|Protein=MGP_CAROLIEiJ_P0032510	MGP_CAROLIEiJ_G0017837	MGP_CAROLIEiJ_G0017837	MGP_CAROLIEiJ_P0032510	MGP_CAROLIEiJ_P0032510	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							mus caroli		Mus caroli	MGP_CAROLIEiJ_G0017837		MGP_CAROLIEiJ_G0017837, Mus caroli	MGP_CAROLIEiJ_G0017837, Mus caroli			MGP_CAROLIEiJ_P0032510														
neovison_vison	neovison_vison__ENSNVIP00000007990	neovison_vison|ProteinRecordID=neovison_vison__ENSNVIP00000007990|Gene=ENSNVIG00000006325|EnsemblGene=ENSNVIG00000006325|Protein=ENSNVIP00000007990	ENSNVIG00000006325	ENSNVIG00000006325	ENSNVIP00000007990	ENSNVIP00000007990	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							neovison vison		Neovison vison	ENSNVIG00000006325		ENSNVIG00000006325, Neovison vison	ENSNVIG00000006325, Neovison vison			ENSNVIP00000007990			A0A8C7AFQ6							A0A8C7AFQ6	AF-A0A8C7AFQ6-F1			
chinchilla_lanigera	chinchilla_lanigera__ENSCLAP00000004842	chinchilla_lanigera|ProteinRecordID=chinchilla_lanigera__ENSCLAP00000004842|Gene=ENSCLAG00000003437|EnsemblGene=ENSCLAG00000003437|Protein=ENSCLAP00000004842	ENSCLAG00000003437	ENSCLAG00000003437	ENSCLAP00000006268	ENSCLAP00000004842	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							chinchilla lanigera	Long-tailed chinchilla	Long-tailed chinchilla	ENSCLAG00000003437		ENSCLAG00000003437, Long-tailed chinchilla	ENSCLAG00000003437, Long-tailed chinchilla			ENSCLAP00000004842			A0A8C2V180							A0A8C2V180	AF-A0A8C2V180-F1			
chinchilla_lanigera	chinchilla_lanigera__ENSCLAP00000006268	chinchilla_lanigera|ProteinRecordID=chinchilla_lanigera__ENSCLAP00000006268|Gene=ENSCLAG00000004431|EnsemblGene=ENSCLAG00000004431|Protein=ENSCLAP00000006268	ENSCLAG00000004431	ENSCLAG00000004431	ENSCLAP00000006268	ENSCLAP00000006268	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	320	ok	ensembl							chinchilla lanigera	Long-tailed chinchilla	Long-tailed chinchilla	ENSCLAG00000004431		ENSCLAG00000004431, Long-tailed chinchilla	ENSCLAG00000004431, Long-tailed chinchilla			ENSCLAP00000006268			A0A8C2V180							A0A8C2V180	AF-A0A8C2V180-F1			
cebus_imitator	cebus_imitator__ENSCCAP00000015785	cebus_imitator|ProteinRecordID=cebus_imitator__ENSCCAP00000015785|Gene=ENSCCAG00000025684|EnsemblGene=ENSCCAG00000025684|Protein=ENSCCAP00000015785	ENSCCAG00000025684	ENSCCAG00000025684	ENSCCAP00000015785	ENSCCAP00000015785	ortholog_one2one	Simiiformes	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							cebus imitator	Panamanian white-faced capuchin	Panamanian white-faced capuchin	ENSCCAG00000025684		ENSCCAG00000025684, Panamanian white-faced capuchin	ENSCCAG00000025684, Panamanian white-faced capuchin			ENSCCAP00000015785			A0A2K5QIV6							A0A2K5QIV6	AF-A0A2K5QIV6-F1			
sciurus_vulgaris	sciurus_vulgaris__ENSSVLP00005002760	sciurus_vulgaris|ProteinRecordID=sciurus_vulgaris__ENSSVLP00005002760|Gene=ENSSVLG00005002208|EnsemblGene=ENSSVLG00005002208|Protein=ENSSVLP00005002760	ENSSVLG00005002208	ENSSVLG00005002208	ENSSVLP00005002760	ENSSVLP00005002760	ortholog_one2one	Euarchontoglires	holostei	Chordata	holostei	False	False	339	ok	ensembl							sciurus vulgaris	Eurasian red squirrel	Eurasian red squirrel	ENSSVLG00005002208		ENSSVLG00005002208, Eurasian red squirrel	ENSSVLG00005002208, Eurasian red squirrel			ENSSVLP00005002760			A0A8D2ATM7							A0A8D2ATM7	AF-A0A8D2ATM7-F1			
panthera_tigris_altaica	panthera_tigris_altaica__ENSPTIP00000004327	panthera_tigris_altaica|ProteinRecordID=panthera_tigris_altaica__ENSPTIP00000004327|Gene=ENSPTIG00000006869|EnsemblGene=ENSPTIG00000006869|Protein=ENSPTIP00000004327	ENSPTIG00000006869	ENSPTIG00000006869	ENSPTIP00000004327	ENSPTIP00000004327	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	289	ok	ensembl							panthera tigris altaica	Tiger	Tiger	ENSPTIG00000006869		ENSPTIG00000006869, Tiger	ENSPTIG00000006869, Tiger			ENSPTIP00000004327			A0A8C9J8N2							A0A8C9J8N2	AF-A0A8C9J8N2-F1			
panthera_pardus	panthera_pardus__ENSPPRP00000017211	panthera_pardus|ProteinRecordID=panthera_pardus__ENSPPRP00000017211|Gene=ENSPPRG00000009265|EnsemblGene=ENSPPRG00000009265|Protein=ENSPPRP00000017211	ENSPPRG00000009265	ENSPPRG00000009265	ENSPPRP00000017211	ENSPPRP00000017211	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							panthera pardus	Leopard	Leopard	ENSPPRG00000009265		ENSPPRG00000009265, Leopard	ENSPPRG00000009265, Leopard			ENSPPRP00000017211														
cervus_hanglu_yarkandensis	cervus_hanglu_yarkandensis__ENSCHYP00000013785	cervus_hanglu_yarkandensis|ProteinRecordID=cervus_hanglu_yarkandensis__ENSCHYP00000013785|Gene=ENSCHYG00000008948|EnsemblGene=ENSCHYG00000008948|Protein=ENSCHYP00000013785	ENSCHYG00000008948	ENSCHYG00000008948	ENSCHYP00000013785	ENSCHYP00000013785	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							cervus hanglu yarkandensis	Yarkand deer	Yarkand deer	ENSCHYG00000008948		ENSCHYG00000008948, Yarkand deer	ENSCHYG00000008948, Yarkand deer			ENSCHYP00000013785														
phascolarctos_cinereus	phascolarctos_cinereus__ENSPCIP00000027359	phascolarctos_cinereus|ProteinRecordID=phascolarctos_cinereus__ENSPCIP00000027359|Gene=ENSPCIG00000020432|EnsemblGene=ENSPCIG00000020432|Protein=ENSPCIP00000027359	ENSPCIG00000020432	ENSPCIG00000020432	ENSPCIP00000027359	ENSPCIP00000027359	ortholog_one2one	Theria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							phascolarctos cinereus	Koala	Koala	ENSPCIG00000020432		ENSPCIG00000020432, Koala	ENSPCIG00000020432, Koala			ENSPCIP00000027359														
catagonus_wagneri	catagonus_wagneri__ENSCWAP00000005846	catagonus_wagneri|ProteinRecordID=catagonus_wagneri__ENSCWAP00000005846|Gene=ENSCWAG00000004509|EnsemblGene=ENSCWAG00000004509|Protein=ENSCWAP00000005846	ENSCWAG00000004509	ENSCWAG00000004509	ENSCWAP00000005846	ENSCWAP00000005846	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							catagonus wagneri	Chacoan peccary	Chacoan peccary	ENSCWAG00000004509		ENSCWAG00000004509, Chacoan peccary	ENSCWAG00000004509, Chacoan peccary			ENSCWAP00000005846			A0A8C3VS11							A0A8C3VS11	AF-A0A8C3VS11-F1			
nannospalax_galili	nannospalax_galili__ENSNGAP00000012405	nannospalax_galili|ProteinRecordID=nannospalax_galili__ENSNGAP00000012405|Gene=ENSNGAG00000014268|EnsemblGene=ENSNGAG00000014268|Protein=ENSNGAP00000012405	ENSNGAG00000014268	ENSNGAG00000014268	ENSNGAP00000020116	ENSNGAP00000012405	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	320	ok	ensembl							nannospalax galili	Upper Galilee mountains blind mole rat	Upper Galilee mountains blind mole rat	ENSNGAG00000014268		ENSNGAG00000014268, Upper Galilee mountains blind mole rat	ENSNGAG00000014268, Upper Galilee mountains blind mole rat			ENSNGAP00000012405			A0A8C6RNV8							A0A8C6RNV8	AF-A0A8C6RNV8-F1			
nannospalax_galili	nannospalax_galili__ENSNGAP00000020116	nannospalax_galili|ProteinRecordID=nannospalax_galili__ENSNGAP00000020116|Gene=ENSNGAG00000019713|EnsemblGene=ENSNGAG00000019713|Protein=ENSNGAP00000020116	ENSNGAG00000019713	ENSNGAG00000019713	ENSNGAP00000020116	ENSNGAP00000020116	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							nannospalax galili	Upper Galilee mountains blind mole rat	Upper Galilee mountains blind mole rat	ENSNGAG00000019713		ENSNGAG00000019713, Upper Galilee mountains blind mole rat	ENSNGAG00000019713, Upper Galilee mountains blind mole rat			ENSNGAP00000020116			A0A8C6RNV8							A0A8C6RNV8	AF-A0A8C6RNV8-F1			
